t,x,z,y,quat1,quat2,quat3,quat4,left_hip_yaw,left_hip_abad,left_hip_pitch,left_knee,left_ankle,right_hip_yaw,right_hip_abad,right_hip_pitch,right_knee,right_ankle,left_shoulder_pitch,left_shoulder_abad,left_shoulder_yaw,left_elbow,right_shoulder_pitch,right_shoulder_abad,right_shoulder_yaw,right_elbow,x_v,y_v,z_v,quat1_v,quat2_v,quat3_v,quat4_v,left_hip_yaw_v,left_hip_abad_v,left_hip_pitch_v,left_knee_v,left_ankle_v,right_hip_yaw_v,right_hip_abad_v,right_hip_pitch_v,right_knee_v,right_ankle_v,left_shoulder_pitch_v,left_shoulder_abad_v,left_shoulder_yaw_v,left_elbow_v,right_shoulder_pitch_v,right_shoulder_abad_v,right_shoulder_yaw_v,right_elbow_v
0.033332,0.0,0.780608,0.0,0.9788839996,-0.061683063,0.0122560125,-0.1945021986,-0.16434636883911505,0.10313424949874771,6.108086804213592,1.41712,-0.05073851423489462,0.12384449249733027,0.040234034844924584,5.3284860493636685,0.814274,-0.0035575807233509103,0.07650160978218157,0.6140257870450808,0.36260165751664214,-1.377079,0.3277226538935678,0.5349893824287991,0.18384435171818567,-1.353753,2.784351374054962,-0.3510740429617182,0.0,-0.11292997419896952,-0.44509548481939265,-1.3903457968318733,-0.3222057782311288,-2.154152287899404,0.11898300440132031,-8.46341421067961,8.618114724588988,-0.9832059973296983,2.4958677798547724,-0.9858624083608163,1.0542189815496215,3.4555382215288595,-0.667103293321569,6.070299848956309,-0.5011737655364098,0.995899993114508,9.583463338533535,-8.655921865818742,-0.1630106035911735,5.172308211155729,-0.9504080163206532
0.066664,0.092808,0.768906,0.0,0.9751198177,-0.0765189857,-0.0340869936,-0.2052419616,-0.236148572899378,0.10710019100145252,5.825984281743219,1.704379,-0.08351073653788813,0.20703675733544954,0.007373269049441854,5.3636252764566805,0.929454,-0.02579346769634545,0.27883684434759326,0.5973206630922212,0.3957969960871349,-1.057643,0.039203466262097475,0.5295559129898981,0.3562477290124284,-1.385432,2.7757410296411855,0.012720508820352212,0.0,-0.13848369134765282,0.03678132425297018,-0.6435257260290412,-0.5084906636265449,-0.6486873224008819,-2.239945003942465,-9.488752298995617,3.9301572062882517,-0.9982386759690745,0.6228948297626334,-1.6275447374687768,2.620225091439354,-0.28021120844833836,0.09605727668090616,7.892968313913768,1.8005637659625235,3.858093131574018,9.10770430817233,-9.84245806598678,-0.7013706524383497,4.781205985544614,-2.134735389415579
0.099996,0.185329,0.76933,0.0,0.9705038793,-0.0752929906,-0.0555369931,-0.2221909724,-0.2577706187296442,0.03243834413004227,5.509705190113097,1.835379,-0.11678402808528932,0.22779908780109764,-0.04687605213986742,5.450962619204537,0.920114,-0.022591686550017486,0.541925264186967,0.657337054539284,0.5243949563487601,-0.754065,-0.2888653459933739,0.506177826402823,0.5156148869226015,-1.456587,2.948457938317533,0.48139925597023897,0.0,-0.1350746249849999,0.34069220868834765,0.2046671156846275,-0.7059934327373094,1.5125444592390067,-3.1156237871206316,-8.791475785464028,-2.0826233049322034,-1.4186213674563968,-1.5620731695221373,0.01803267138656518,4.500084458402043,-4.106414256570262,-0.9220613214871788,8.793835538220467,2.0994514036442626,-0.6210973711526572,-1.6525561022440896,-9.357865120605934,-1.235195982783374,2.91287317728604,-2.828903156126244
0.133328,0.283607,0.785376,0.0,0.9660015719,-0.0639370379,-0.0487150288,-0.2457231455,-0.2073544868142896,-0.07141162794226263,5.21666771923201,1.765961,-0.16406951550534593,0.17573206491458576,-0.04627498713721043,5.600959434371994,0.783239,-0.05332583451782813,0.8350413903469316,0.7273159687255546,0.5036925387734997,-0.809148,-0.6007817061934109,0.46500627390468763,0.6127067756678998,-1.55088,3.3104224168966767,0.8101824072962935,0.0,-0.11770690627625141,0.6203057272290888,0.5394222818912756,-0.6551932227289093,2.468815100203144,-1.624076537031517,-6.262833731590049,-6.798901956078242,-1.099588205393375,-2.130641850856871,-0.3243810432489815,6.608910656236204,-8.346603864154567,-0.09408808313110296,4.951900729872565,0.07582108799995024,-5.401476167063927,-3.305142205688228,-4.819185994443263,0.8336839154603916,-1.340769886532308,-4.10629425177007
0.16666,0.39395,0.812381,0.0,0.9620781653,-0.0432610074,-0.0307350053,-0.267562046,-0.1250639418943184,-0.12554534707459716,5.007914945290651,1.53934,-0.2007209895675179,0.10471351074182454,-0.05708725607078548,5.821247644365659,0.50503,-0.056461978504754054,1.000098145475044,0.7298432372307689,0.3236505351729249,-0.919315,-0.7614148137601937,0.4927946261748134,0.5680162338100049,-1.687751,3.6881975279011163,0.912306492259691,0.0,-0.019114439577584044,0.6739177997119885,1.032821360854434,-0.19910839433577276,2.7145791448505134,-0.18393048644349033,-2.663516681878342,-9.542841713668546,0.5756878331484531,-2.2024349813624626,2.2935283983128167,7.542204926141193,-8.251020040801633,-1.4014261186773223,2.4806701721623803,-0.18765694633229701,-5.731823849107412,-2.540321612864515,-1.030351243415736,3.2769052733850734,-2.451195529510356,-3.8362834513380557
0.199992,0.516885,0.84279,0.0,0.9614410428,-0.0207979793,0.0036909963,-0.274198727,-0.03458158983816109,-0.13167611804873158,4.919134607250282,1.221258,-0.18153216271301367,0.03130194794305094,0.019360632501777334,6.072644418963797,0.230007,-0.10317431389250656,1.0827838436535604,0.7235882558956208,0.13259738263447665,-1.003989,-0.795758481405727,0.6020204327472847,0.4863129844203657,-1.815622,3.7977919116764647,0.7664406576263046,0.0,0.01086847173887094,0.31912236289451584,0.4141363014520581,0.036179128165125786,0.8191840650251179,1.1061171766268032,-0.04281126338803035,-9.903546141845673,1.5911011182572106,-0.974115414902907,-1.814053592944021,6.098983812858102,-6.279401176047042,3.3277885669572314,0.31691245782665667,-1.0278023112458727,-5.004885859521646,-2.1985179407176267,0.34272371408239827,2.8871980666182213,-0.7605357650655683,-1.622614904596182
0.233324,0.643473,0.868337,0.0,0.9618033107,-0.0101609927,0.0174949875,-0.2729928043,-0.00727654658274386,-0.09480702031740698,4.917707622219032,0.891153,-0.12849758023926433,-0.0011672670664927564,-0.04110540185823277,6.275935747413984,0.020702,0.007747534621311875,1.0933471696978385,0.6893295492571734,-0.034225472835098865,-1.07727,-0.7843348145679325,0.6982565187038032,0.46096280629920017,-1.869707,3.9223868954758188,0.46408856354254036,0.0,0.12717316392655761,0.13761541461658466,0.1513559012360494,0.4696389355574231,0.3093472885300404,1.5669176952778345,2.441279538217019,-9.121714868594744,-0.3211236360529716,-0.7731280296711318,6.266862874094166,-185.17887138469183,2.2042181687267495,-1.5485578394215105,-0.19894192730579957,-1.8424641666464157,-4.054365057966693,-2.2407896315852676,2.9665413949757813,1.0725967185395429,0.7382393454915283,0.8571342853714143
0.266656,0.774214,0.883806,0.0,0.9660422466,-0.0055739957,0.0225399824,-0.2573387993,0.0030346172385394467,-0.0425785196984062,4.999080351786882,0.587108,-0.13920127327618198,-0.026937170551490922,0.16778167146107395,0.10355360641943534,0.094173,-0.04386899528228591,1.0867160373768816,0.627916533654515,-0.1693655689472447,-1.15196,-0.6854540567905998,0.7340083125261633,0.4855698001631238,-1.841137,3.9823892955718194,0.1827373094923816,0.0,0.22671390555622228,-0.04215161706468257,-0.19422770010800408,0.892446168846752,-0.36113866277319095,2.4918569626786673,4.404493797259643,-7.350234009360366,-0.4788934250428075,-1.1208152574102042,0.20144364147518226,1.4936078221096456,9.610524420976832,0.7760228040993502,-0.6996974612015048,-1.762801125107698,-2.523573248130669,-2.237129485179404,5.360734005979213,-0.5099171445243535,0.5499190178106806,1.7728909156366233
0.29998800000000003,0.906955,0.889897,0.0,0.9735990745,-0.0069789934,0.0160659847,-0.2275917836,-0.009002856669016564,0.04048005658159921,5.14589093903714,0.34211,-0.15516374891970885,-0.06429618471148787,0.17449619091872473,0.1533385423459941,0.414511,-0.018002603176046347,1.063393721600113,0.5691588465524252,-0.25348131245393624,-1.226528,-0.5067700709033005,0.7170117542648775,0.5038997008647894,-1.782043,3.9752190087603507,-0.07011280451218144,0.0,0.2015536511460452,-0.3284534801392053,-0.2268685467418695,0.9349193357734309,-0.6759658452263381,3.259739438070484,4.158337012571049,-2.9524780991239634,-0.2232828237495885,0.3431545371754168,-4.721632029933929,1.066926550072613,10.049621984879385,-0.2525590944717214,-1.5542140271298859,-1.128830943793737,-0.32309686168516855,-1.5084303372134862,5.662105409510544,-1.981848771277113,0.2763196009739562,3.023340933637347
0.33332000000000006,1.039457,0.88756,0.0,0.9803172608,-0.0179270048,0.0085040023,-0.1964290523,-0.03153415022210088,0.14913369153136466,5.284496628340158,0.243698,-0.16260621200093014,-0.052858157678356874,0.017114752096966893,0.18890133811301446,0.749485,-0.026420902912977773,1.0115886596478196,0.5315326535338923,-0.2642507770476263,-1.276807,-0.3180407733934949,0.6509527710206687,0.5131099858044533,-1.681269,3.944557782311284,-1.3006420256810254,0.0,0.12134640885635381,-0.10593407836313448,0.26020032701308027,0.6728985959438373,0.39142815478912635,1.5025335403059594,3.250257721855145,1.6659366374654978,0.12556841402283384,0.20487443508397435,-1.3491801258900282,-0.11376352468153031,9.91989679587183,-0.5189398442990825,-2.556845448695142,-0.13106600210881278,1.0456176477497259,-0.7170586823472918,5.379109704766765,-2.4287964990369373,-0.11215375173997874,4.935887435497415
0.3666520000000001,1.170937,0.844207,0.0,0.9843619793,-0.0214579995,0.0171769996,-0.1739999963,-0.018487066966669713,0.19921613949684294,5.392834218725034,0.299227,-0.15842076562472104,-0.046029283008137835,-0.027856119859199564,0.1851093723083297,1.080135,-0.0437182058031548,0.9263638871519131,0.5271639615516014,-0.2293982496128324,-1.300708,-0.13874428871420896,0.5699961261147695,0.5093716769514564,-1.516746,3.886505460218406,-1.2831213248529947,0.0,0.06908860554422239,0.21120850234009345,0.4495978399135961,0.4529287771510853,1.3385608327920506,-1.0276321149959604,3.546840983806302,2.78180127205088,0.027531902754818902,-0.5515650392851893,0.46867893606647026,-1.0447154116771231,9.606624264970586,1.3910040678155078,-3.7696161044835073,0.24684234743995437,1.8446940193322197,-0.09504380175207179,4.665260475871891,-2.656783447417176,-0.7206953792532479,5.9234969398775865
0.3999840000000001,1.300482,0.801438,0.0,0.9866648407,-0.0144179977,0.0321629948,-0.1589029743,0.026129842711954954,0.16496310583979756,5.511057522397266,0.39195,-0.15750307224209742,-0.06441404889759178,-0.012234113562231964,0.1502869182063078,1.400343,0.0026467417852717432,0.8007150431572687,0.53539171067647,-0.1679109085604508,-1.303876,0.01675817346755304,0.48144022024546007,0.4853494585701871,-1.319304,3.6672866914676576,-0.6249249969998799,-0.0,-0.23343457038281484,2.283123145925835,-1.3326235239409563,-1.0680194497779905,2.9315567558314903,-3.742021810718615,-5.47736328553934,12.670226809072354,4.832012869478225,-2.9980895218265684,3.461189339402963,-9.76195311329359,0.503330133205329,1.442810885924122,-14.190339291482674,-0.012070330243334792,10.553079931556347,-1.496369854794189,1.7923747844302316,3.9777261130331403,-3.6825813348597394,-1.7333193327733067
0.43331600000000015,1.42272,0.780608,-0.0,0.9788839996,0.061683063,-0.0122560125,-0.1945021986,0.12384449249733027,0.040234034844924584,5.3284860493636685,0.814274,0.0035575807233509103,-0.16434636883911505,0.10313424949874771,-0.17509850296599438,1.41712,0.05073851423489462,0.3277226538935678,0.5349893824287991,0.18384435171818567,-1.353753,0.07650160978218157,0.6140257870450808,0.36260165751664214,-1.377079,2.78435137405496,-0.3510740429617179,0.0,-0.11292997419896943,0.4450954848193923,1.3903457968318722,-0.32220577823112856,2.49586777985477,-0.9858624083608154,1.0542189815496206,3.455538221528857,0.6671032933215685,-2.1541522878994024,0.11898300440132022,-8.463414210679604,8.618114724588981,0.9832059973296974,-8.655921865818735,-0.16301060359117336,5.172308211155724,-0.9504080163206524,6.070299848956304,-0.5011737655364095,0.9958999931145072,9.583463338533528
0.4666480000000002,1.515528,0.768906,-0.0,0.9751198177,0.0765189857,0.0340869936,-0.2052419616,0.20703675733544954,0.007373269049441854,5.3636252764566805,0.929454,0.02579346769634545,-0.236148572899378,0.10710019100145252,-0.4572010254363672,1.704379,0.08351073653788813,0.039203466262097475,0.5295559129898981,0.3562477290124284,-1.385432,0.27883684434759326,0.5973206630922212,0.3957969960871349,-1.057643,2.7757410296411855,0.012720508820352201,0.0,-0.1384836913476527,-0.03678132425297014,0.6435257260290408,-0.5084906636265446,0.622894829762633,-1.6275447374687755,2.6202250914393517,-0.28021120844833813,-0.09605727668090609,-0.6486873224008813,-2.2399450039424633,-9.488752298995609,3.930157206288248,0.9982386759690737,-9.842458065986772,-0.7013706524383492,4.78120598554461,-2.134735389415577,7.8929683139137605,1.800563765962522,3.858093131574015,9.107704308172323
0.4999800000000002,1.608049,0.76933,-0.0,0.9705038793,0.0752929906,0.0555369931,-0.2221909724,0.22779908780109764,-0.04687605213986742,5.450962619204537,0.920114,0.022591686550017486,-0.2577706187296442,0.03243834413004227,-0.7734801170664891,1.835379,0.11678402808528932,-0.2888653459933739,0.506177826402823,0.5156148869226015,-1.456587,0.541925264186967,0.657337054539284,0.5243949563487601,-0.754065,2.9484579383175262,0.4813992559702385,0.0,-0.13507462498499978,-0.3406922086883474,-0.20466711568462734,-0.7059934327373089,-1.562073169522136,0.018032671386565162,4.500084458402039,-4.106414256570258,0.922061321487178,1.5125444592390054,-3.115623787120629,-8.791475785464021,-2.0826233049322016,1.4186213674563954,-9.357865120605926,-1.235195982783373,2.9128731772860372,-2.8289031561262417,8.79383553822046,2.099451403644261,-0.6210973711526566,-1.6525561022440882
0.5333120000000002,1.706327,0.785376,-0.0,0.9660015719,0.0639370379,0.0487150288,-0.2457231455,0.17573206491458576,-0.04627498713721043,5.600959434371994,0.783239,0.05332583451782813,-0.2073544868142896,-0.07141162794226263,-1.0665175879475761,1.765961,0.16406951550534593,-0.6007817061934109,0.46500627390468763,0.6127067756678998,-1.55088,0.8350413903469316,0.7273159687255546,0.5036925387734997,-0.809148,3.3104224168966754,0.8101824072962929,0.0,-0.11770690627625131,-0.6203057272290884,-0.5394222818912752,-0.6551932227289089,-2.130641850856869,-0.3243810432489812,6.6089106562361986,-8.34660386415456,0.09408808313110288,2.468815100203142,-1.6240765370315158,-6.262833731590043,-6.798901956078236,1.099588205393374,-4.8191859944432585,0.8336839154603909,-1.340769886532307,-4.106294251770066,4.951900729872562,0.07582108799995019,-5.401476167063922,-3.305142205688225
0.5666440000000003,1.81667,0.812381,-0.0,0.9620781653,0.0432610074,0.0307350053,-0.267562046,0.10471351074182454,-0.05708725607078548,5.821247644365659,0.50503,0.056461978504754054,-0.1250639418943184,-0.12554534707459716,-1.2752703618889356,1.53934,0.2007209895675179,-0.7614148137601937,0.4927946261748134,0.5680162338100049,-1.687751,1.000098145475044,0.7298432372307689,0.3236505351729249,-0.919315,3.688197527901113,0.9123064922596902,0.0,-0.019114439577584026,-0.673917799711988,-1.0328213608544332,-0.1991083943357726,-2.202434981362461,2.293528398312815,7.542204926141187,-8.251020040801626,1.4014261186773211,2.714579144850511,-0.18393048644349017,-2.6635166818783396,-9.542841713668539,-0.5756878331484526,-1.0303512434157351,3.2769052733850708,-2.451195529510354,-3.836283451338052,2.480670172162378,-0.18765694633229685,-5.731823849107407,-2.5403216128645134
0.5999760000000003,1.939605,0.84279,-0.0,0.9614410428,0.0207979793,-0.0036909963,-0.274198727,0.03130194794305094,0.019360632501777334,6.072644418963797,0.230007,0.10317431389250656,-0.03458158983816109,-0.13167611804873158,-1.3640506999293045,1.221258,0.18153216271301367,-0.795758481405727,0.6020204327472847,0.4863129844203657,-1.815622,1.0827838436535604,0.7235882558956208,0.13259738263447665,-1.003989,3.7977919116764682,0.766440657626304,0.0,0.01086847173887093,-0.31912236289451557,-0.41413630145205776,0.03617912816512576,-0.9741154149029061,-1.8140535929440194,6.098983812858097,-6.2794011760470365,-3.3277885669572287,0.8191840650251172,1.106117176626802,-0.04281126338803032,-9.903546141845665,-1.5911011182572092,0.342723714082398,2.887198066618219,-0.7605357650655676,-1.6226149045961806,0.31691245782665645,-1.027802311245872,-5.004885859521642,-2.1985179407176245
0.6333080000000003,2.066193,0.868337,-0.0,0.9618033107,0.0101609927,-0.0174949875,-0.2729928043,-0.0011672670664927564,-0.04110540185823277,6.275935747413984,0.020702,-0.007747534621311875,-0.00727654658274386,-0.09480702031740698,-1.3654776849605543,0.891153,0.12849758023926433,-0.7843348145679325,0.6982565187038032,0.46096280629920017,-1.869707,1.0933471696978385,0.6893295492571734,-0.034225472835098865,-1.07727,3.9223868954758156,0.46408856354253997,0.0,0.1271731639265575,-0.13761541461658455,-0.15135590123604928,0.4696389355574227,-0.7731280296711311,6.26686287409416,-185.1788713846917,2.2042181687267473,1.5485578394215092,0.3093472885300401,1.5669176952778332,2.4412795382170174,-9.121714868594736,0.32112363605297134,2.9665413949757786,1.072596718539542,0.7382393454915277,0.8571342853714137,-0.1989419273057994,-1.842464166646414,-4.05436505796669,-2.240789631585266
0.6666400000000003,2.196934,0.883806,-0.0,0.9660422466,0.0055739957,-0.0225399824,-0.2573387993,-0.026937170551490922,0.16778167146107395,0.10355360641943534,0.094173,0.04386899528228591,0.0030346172385394467,-0.0425785196984062,-1.2841049553927046,0.587108,0.13920127327618198,-0.6854540567905998,0.7340083125261633,0.4855698001631238,-1.841137,1.0867160373768816,0.627916533654515,-0.1693655689472447,-1.15196,3.9823892955718128,0.1827373094923816,0.0,0.22671390555622228,0.04215161706468257,0.19422770010800408,0.892446168846752,-1.1208152574102042,0.20144364147518226,1.4936078221096456,9.610524420976832,-0.7760228040993502,-0.36113866277319095,2.4918569626786673,4.404493797259643,-7.350234009360366,0.4788934250428075,5.360734005979213,-0.5099171445243535,0.5499190178106806,1.7728909156366233,-0.6996974612015048,-1.762801125107698,-2.523573248130669,-2.237129485179404
0.6999720000000004,2.329675,0.889897,-0.0,0.9735990745,0.0069789934,-0.0160659847,-0.2275917836,-0.06429618471148787,0.17449619091872473,0.1533385423459941,0.414511,0.018002603176046347,-0.009002856669016564,0.04048005658159921,-1.137294368142446,0.34211,0.15516374891970885,-0.5067700709033005,0.7170117542648775,0.5038997008647894,-1.782043,1.063393721600113,0.5691588465524252,-0.25348131245393624,-1.226528,3.9752190087603507,-0.07011280451218144,0.0,0.2015536511460452,0.3284534801392053,0.2268685467418695,0.9349193357734309,0.3431545371754168,-4.721632029933929,1.066926550072613,10.049621984879385,0.2525590944717214,-0.6759658452263381,3.259739438070484,4.158337012571049,-2.9524780991239634,0.2232828237495885,5.662105409510544,-1.981848771277113,0.2763196009739562,3.023340933637347,-1.5542140271298859,-1.128830943793737,-0.32309686168516855,-1.5084303372134862
0.7333040000000004,2.462177,0.88756,-0.0,0.9803172608,0.0179270048,-0.0085040023,-0.1964290523,-0.052858157678356874,0.017114752096966893,0.18890133811301446,0.749485,0.026420902912977773,-0.03153415022210088,0.14913369153136466,-0.9986886788394278,0.243698,0.16260621200093014,-0.3180407733934949,0.6509527710206687,0.5131099858044533,-1.681269,1.0115886596478196,0.5315326535338923,-0.2642507770476263,-1.276807,3.944557782311284,-1.3006420256810254,0.0,0.12134640885635381,0.10593407836313448,-0.26020032701308027,0.6728985959438373,0.20487443508397435,-1.3491801258900282,-0.11376352468153031,9.91989679587183,0.5189398442990825,0.39142815478912635,1.5025335403059594,3.250257721855145,1.6659366374654978,-0.12556841402283384,5.379109704766765,-2.4287964990369373,-0.11215375173997874,4.935887435497415,-2.556845448695142,-0.13106600210881278,1.0456176477497259,-0.7170586823472918
0.7666360000000004,2.593657,0.844207,-0.0,0.9843619793,0.0214579995,-0.0171769996,-0.1739999963,-0.046029283008137835,-0.027856119859199564,0.1851093723083297,1.080135,0.0437182058031548,-0.018487066966669713,0.19921613949684294,-0.890351088454552,0.299227,0.15842076562472104,-0.13874428871420896,0.5699961261147695,0.5093716769514564,-1.516746,0.9263638871519131,0.5271639615516014,-0.2293982496128324,-1.300708,3.886505460218413,-1.2831213248529947,0.0,0.06908860554422239,-0.21120850234009345,-0.4495978399135961,0.4529287771510853,-0.5515650392851893,0.46867893606647026,-1.0447154116771231,9.606624264970586,-1.3910040678155078,1.3385608327920506,-1.0276321149959604,3.546840983806302,2.78180127205088,-0.027531902754818902,4.665260475871891,-2.656783447417176,-0.7206953792532479,5.9234969398775865,-3.7696161044835073,0.24684234743995437,1.8446940193322197,-0.09504380175207179
0.7999680000000005,2.723202,0.801438,-0.0,0.9866648407,0.0144179977,-0.0321629948,-0.1589029743,-0.06441404889759178,-0.012234113562231964,0.1502869182063078,1.400343,-0.0026467417852717432,0.026129842711954954,0.16496310583979756,-0.7721277847823202,0.39195,0.15750307224209742,0.01675817346755304,0.48144022024546007,0.4853494585701871,-1.319304,0.8007150431572687,0.53539171067647,-0.1679109085604508,-1.303876,2.593657,0.844207,-0.0,0.9843619793,0.0214579995,-0.0171769996,-0.1739999963,-0.046029283008137835,-0.027856119859199564,0.1851093723083297,1.080135,0.0437182058031548,-0.018487066966669713,0.19921613949684294,-0.890351088454552,0.299227,0.15842076562472104,-0.13874428871420896,0.5699961261147695,0.5093716769514564,-1.516746,0.9263638871519131,0.5271639615516014,-0.2293982496128324,-1.300708
0.7999680000000005,2.723202,0.801438,-0.0,0.9866648407,0.0144179977,-0.0321629948,-0.1589029743,-0.06441404889759178,-0.012234113562231964,0.1502869182063078,1.400343,-0.0026467417852717432,0.026129842711954954,0.16496310583979756,-0.7721277847823202,0.39195,0.15750307224209742,0.01675817346755304,0.48144022024546007,0.4853494585701871,-1.319304,0.8007150431572687,0.53539171067647,-0.1679109085604508,-1.303876,2.593657,0.844207,-0.0,0.9843619793,0.0214579995,-0.0171769996,-0.1739999963,-0.046029283008137835,-0.027856119859199564,0.1851093723083297,1.080135,0.0437182058031548,-0.018487066966669713,0.19921613949684294,-0.890351088454552,0.299227,0.15842076562472104,-0.13874428871420896,0.5699961261147695,0.5093716769514564,-1.516746,0.9263638871519131,0.5271639615516014,-0.2293982496128324,-1.300708
